Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level (m),Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"06-Aug-2015",746.464,752.255,749.4999,752.5,0.8849,1.163,0.64
"07-Aug-2015",746.479,752.499,749.6928,752.5,0.901,1.163,0.641
"08-Aug-2015",746.601,752.453,749.9194,752.5,0.9147,1.163,0.651
"09-Aug-2015",746.784,752.149,750.0333,752.5,0.9263,1.163,0.666
"10-Aug-2015",746.927,752.103,750.156,752.5,0.9336,1.163,0.679
"11-Aug-2015",747.019,752.27,750.3239,752.5,0.9425,1.163,0.687
"12-Aug-2015",747.089,752.438,750.4637,752.5,0.9581,1.163,0.693
"13-Aug-2015",747.196,752.5,750.5976,752.5,0.9712,1.163,0.702
"14-Aug-2015",747.263,752.499,750.6872,752.5,0.953,1.163,0.708
"15-Aug-2015",747.348,752.499,750.7297,752.5,0.9565,1.163,0.715
"16-Aug-2015",747.357,752.499,750.7556,752.5,0.9592,1.163,0.716
"17-Aug-2015",747.351,752.499,750.776,752.5,0.9615,1.163,0.716
"18-Aug-2015",747.415,752.438,750.7743,752.5,0.9622,1.163,0.721
"19-Aug-2015",747.455,752.447,750.7752,752.5,0.9623,1.163,0.725
"20-Aug-2015",747.455,752.438,750.7623,752.5,0.9873,1.163,0.725
"21-Aug-2015",747.348,752.408,750.7326,752.5,0.9844,1.163,0.715
"22-Aug-2015",747.199,752.356,750.7085,752.5,0.9828,1.163,0.702
"23-Aug-2015",747.095,752.289,750.6984,752.5,0.9831,1.163,0.693
"24-Aug-2015",746.894,752.237,750.6741,752.5,0.9819,1.163,0.676
"25-Aug-2015",746.626,752.203,750.6309,752.5,0.9801,1.163,0.653
"26-Aug-2015",746.51,752.142,750.6222,752.5,0.98,1.163,0.643
"27-Aug-2015",746.449,752.072,750.6301,752.5,0.9797,1.163,0.638
"28-Aug-2015",746.44,751.99,750.63,752.5,0.9817,1.163,0.638
"29-Aug-2015",746.391,751.905,750.6176,752.5,0.9797,1.163,0.634
"30-Aug-2015",746.284,751.828,750.5922,752.5,0.9775,1.163,0.625
"31-Aug-2015",746.174,751.774,750.5958,752.5,0.9775,1.163,0.616
"01-Sep-2015",746.059,751.807,750.6406,752.5,0.9813,1.163,0.607
"02-Sep-2015",745.955,752.054,750.7009,752.5,0.9839,1.163,0.599
"03-Sep-2015",745.87,752.377,750.7447,752.5,0.9843,1.163,0.592
"04-Sep-2015",745.87,752.499,750.7839,752.5,0.9867,1.163,0.592
"05-Sep-2015",745.9,752.499,750.8099,752.5,0.9886,1.163,0.594
"06-Sep-2015",746.007,752.499,750.8466,752.5,0.9916,1.163,0.603
"07-Sep-2015",746.245,752.499,750.8874,752.5,0.9948,1.163,0.622
"08-Sep-2015",746.434,752.499,750.9093,752.5,0.9967,1.163,0.637
"09-Sep-2015",746.58,752.499,750.9309,752.5,0.9982,1.163,0.649
"10-Sep-2015",746.799,752.499,750.9688,752.5,1.0023,1.163,0.668
"11-Sep-2015",746.939,752.499,751.0378,752.5,1.0089,1.163,0.68
"12-Sep-2015",747.007,752.499,751.0646,752.5,1.0114,1.163,0.685
"13-Sep-2015",747.058,752.499,751.0887,752.5,1.0138,1.163,0.69
"14-Sep-2015",747.086,752.499,751.1015,752.5,1.0137,1.163,0.692
"15-Sep-2015",747.09,752.499,751.0929,752.5,1.0138,1.163,0.692
"17-Sep-2015",747.09,752.493,751.0813,752.5,1.0124,1.163,0.692
"18-Sep-2015",746.815,752.475,751.058,752.5,1.0109,1.163,0.669
"19-Sep-2015",746.751,752.444,751.0585,752.5,1.0113,1.163,0.664
"20-Sep-2015",746.638,752.408,751.0586,752.5,1.0126,1.163,0.654
"21-Sep-2015",746.51,752.371,751.0561,752.5,1.0136,1.163,0.643
"22-Sep-2015",746.464,752.325,751.0659,752.5,1.0158,1.163,0.64
"23-Sep-2015",746.406,752.286,751.0672,752.5,1.0163,1.163,0.635
"25-Sep-2015",746.046,752.499,751.0505,752.5,1.0106,1.163,0.606
"26-Sep-2015",745.891,752.499,751.028,752.5,1.0106,1.163,0.593
"27-Sep-2015",745.809,752.499,751.0048,752.5,1.0083,1.163,0.587
"28-Sep-2015",745.824,752.499,750.9883,752.5,1.0062,1.163,0.588
"29-Sep-2015",745.885,752.499,750.9714,752.5,1.0036,1.163,0.593
"30-Sep-2015",745.964,752.499,750.9443,752.5,1.0005,1.163,0.599
"01-Oct-2015",746.15,752.499,750.9179,752.5,0.996,1.163,0.614
"02-Oct-2015",746.278,0,750.7186666668,752.5,0.9745555554,0,0.625
"03-Oct-2015",746.33,752.499,750.8719,752.5,0.9904,1.163,0.629
"04-Oct-2015",746.324,752.499,750.8663,752.5,0.9893,1.163,0.628
"05-Oct-2015",746.46,752.493,750.8753,752.5,0.9893,1.163,0.634
"06-Oct-2015",746.616,752.472,750.8178,752.5,0.9847,1.163,0.652
"07-Oct-2015",746.866,752.462,750.8008,752.5,0.9826,1.163,0.673
"08-Oct-2015",747.025,752.487,750.7992,752.5,0.9827,1.163,0.687
"09-Oct-2015",747.128,752.499,750.7997,752.5,0.9828,1.163,0.696
"10-Oct-2015",747.244,752.499,750.8243,752.5,0.9851,1.163,0.706
"11-Oct-2015",747.339,752.499,750.8398,752.5,0.9866,1.163,0.715
"12-Oct-2015",747.455,752.499,750.8514,752.5,0.9876,1.163,0.725
"13-Oct-2015",747.57,752.499,750.8599,752.5,0.988,1.163,0.735
"14-Oct-2015",747.637,752.499,750.8666,752.5,0.9882,1.163,0.741
"15-Oct-2015",747.613,752.499,750.8772,752.5,0.9905,1.163,0.739
"16-Oct-2015",747.57,752.484,750.8954,752.5,0.9917,1.163,0.735
"17-Oct-2015",747.506,752.456,750.9082,752.5,0.9931,1.163,0.73
"18-Oct-2015",747.449,752.429,750.9248,752.5,0.9946,1.163,0.724
"19-Oct-2015",747.363,752.414,750.927,752.5,0.9959,1.163,0.717
"20-Oct-2015",747.272,752.411,750.9327,752.5,0.997,1.163,0.709
"23-Oct-2015",747,0,750.7841111112,752.5,0.980888889,0,0.685
"24-Oct-2015",746.9,752.374,750.9461,752.5,0.9996,1.163,0.676
"25-Oct-2015",746.787,752.356,750.935,752.5,0.9992,1.163,0.667
"26-Oct-2015",746.665,752.377,750.9236,752.5,0.9983,1.163,0.656
"27-Oct-2015",746.552,752.402,750.9022,752.5,0.9961,1.163,0.647
"28-Oct-2015",746.443,752.478,750.8826,752.5,0.9944,1.163,0.638
"29-Oct-2015",746.427,752.499,750.866,752.5,0.9911,1.163,0.637
"30-Oct-2015",746.379,752.499,750.8393,752.5,0.9887,1.163,0.633
"31-Oct-2015",746.336,752.499,750.8241,752.5,0.9875,1.163,0.629
"01-Nov-2015",746.284,752.499,750.7556,752.5,0.9837,1.163,0.625
"02-Nov-2015",746.373,752.499,750.7866,752.5,0.9831,1.163,0.632
"03-Nov-2015",746.601,752.499,750.8144,752.5,0.9853,1.163,0.651
"04-Nov-2015",746.854,752.499,750.8589,752.5,0.9894,1.163,0.672
"05-Nov-2015",747.147,752.499,750.879,752.5,0.9909,1.163,0.698
"06-Nov-2015",747.433,0,750.7216666666,752.5,0.9733333333,0,0.723
"07-Nov-2015",747.549,752.469,750.8808,752.5,0.9897,1.163,0.733
"08-Nov-2015",747.637,752.444,750.889,752.5,0.9908,1.163,0.741
"09-Nov-2015",747.695,752.417,750.8853,752.5,0.9907,1.163,0.747
"10-Nov-2015",747.781,752.386,750.8764,752.5,0.9899,1.163,0.754
"11-Nov-2015",747.89,752.356,750.8496,752.5,0.9885,1.163,0.765
"12-Nov-2015",748.012,752.289,750.8056,752.5,0.987,1.163,0.776
"13-Nov-2015",748.101,752.225,750.7816,752.5,0.9853,1.163,0.784
"14-Nov-2015",748.134,752.161,750.7351,752.5,0.9804,1.163,0.787
"15-Nov-2015",748.186,752.097,750.7047,752.5,0.9783,1.163,0.792
"16-Nov-2015",748.253,752.036,750.6769,752.5,0.9752,1.163,0.799
"17-Nov-2015",748.293,751.972,750.6391,752.5,0.9715,1.163,0.802
"18-Nov-2015",748.25,751.908,750.5399,752.5,0.9675,1.163,0.798
"19-Nov-2015",748.198,751.844,750.5107,752.5,0.9636,1.163,0.793
"20-Nov-2015",748.198,751.783,750.4782,752.5,0.9598,1.163,0.793
"21-Nov-2015",748.174,751.719,750.4888,752.5,0.9553,1.163,0.791
"22-Nov-2015",748.177,751.652,750.457,752.5,0.9526,1.163,0.791
"23-Nov-2015",748.192,751.588,750.4269,752.5,0.9498,1.161,0.793
"24-Nov-2015",748.22,751.524,750.3692,752.5,0.9443,1.153,0.796
"25-Nov-2015",748.235,751.46,750.3502,752.5,0.9426,1.145,0.797
"26-Nov-2015",748.217,751.396,750.3191,752.5,0.9393,1.137,0.795
"27-Nov-2015",748.171,751.332,750.2784,752.5,0.9353,1.129,0.791
"28-Nov-2015",748.107,751.271,750.2424,752.5,0.9314,1.122,0.785
"29-Nov-2015",748.034,751.21,750.2055,752.5,0.9281,1.115,0.778
"30-Nov-2015",747.967,751.149,750.1842,752.5,0.9262,1.108,0.772
"01-Dec-2015",747.903,751.088,750.1523,752.5,0.9234,1.101,0.766
"02-Dec-2015",747.869,751.027,750.1177,752.5,0.9198,1.093,0.763
"03-Dec-2015",747.869,750.966,750.0799,752.5,0.9159,1.086,0.763
"04-Dec-2015",747.912,750.89,750.0425,752.5,0.9121,1.077,0.767
"05-Dec-2015",747.958,750.817,750.01,752.5,0.9092,1.069,0.771
"06-Dec-2015",747.988,750.749,749.9872,752.5,0.9055,1.061,0.774
"07-Dec-2015",748.012,750.679,749.9315,752.5,0.902,1.061,0.776
"08-Dec-2015",748.037,750.609,749.857,752.5,0.8951,1.045,0.778
"09-Dec-2015",748.064,750.542,749.7812,752.5,0.8893,1.037,0.781
"10-Dec-2015",748.034,750.478,749.7231,752.5,0.8845,1.03,0.778
"11-Dec-2015",747.964,750.475,749.685,752.5,0.8814,1.03,0.771
"12-Dec-2015",747.878,750.512,749.6458,752.5,0.8782,1.034,0.763
"13-Dec-2015",747.799,750.536,749.6053,752.5,0.8744,1.037,0.756
"14-Dec-2015",747.714,750.564,749.565,752.5,0.8708,1.04,0.748
"15-Dec-2015",747.637,750.588,749.5258,752.5,0.8675,1.043,0.741
"16-Dec-2015",747.552,750.609,749.4816,752.5,0.8636,1.045,0.734
"18-Dec-2015",747.394,750.631,749.3499,752.5,0.8555,1.047,0.719
"19-Dec-2015",747.342,750.612,749.3377,752.5,0.8517,1.045,0.715
"20-Dec-2015",747.302,750.588,749.3233,752.5,0.8489,1.043,0.711
"21-Dec-2015",747.226,750.557,749.2933,752.5,0.8465,1.039,0.705
"22-Dec-2015",747.144,750.533,749.2301,752.5,0.8416,1.036,0.697
"23-Dec-2015",747.074,750.503,749.1881,752.5,0.8383,1.033,0.691
"25-Dec-2015",746.994,0,748.9415555554,752.5,0.8102222221,0,0.684
"26-Dec-2015",746.961,750.426,749.0853,752.5,0.8292,1.024,0.682
"27-Dec-2015",746.924,750.414,749.0512,752.5,0.8265,1.023,0.678
"28-Dec-2015",746.894,750.39,749.0208,752.5,0.8238,1.02,0.676
"29-Dec-2015",746.875,750.356,749.008,752.5,0.8225,1.016,0.674
"30-Dec-2015",746.845,750.304,748.9959,752.5,0.8213,1.011,0.672
"31-Dec-2015",746.875,750.259,748.9967,752.5,0.821,1.006,0.674
"01-Jan-2016",746.769,750.234,748.943,752.5,0.8189,1.003,0.665
"02-Jan-2016",746.732,750.235,748.9545,752.5,0.8205,1.005,0.662
"03-Jan-2016",746.708,750.253,748.968,752.5,0.8221,1.005,0.66
"04-Jan-2016",746.705,750.253,748.9811,752.5,0.8236,1.011,0.66
"05-Jan-2016",746.705,750.253,748.9848,752.5,0.8236,1.005,0.66
"06-Jan-2016",746.693,750.314,748.9984,752.5,0.8249,1.012,0.659
"07-Jan-2016",746.641,750.323,748.9504,752.5,0.8248,1.013,0.654
"08-Jan-2016",746.546,750.335,748.9877,752.5,0.8242,1.014,0.647
"09-Jan-2016",746.464,750.344,748.9766,752.5,0.823,1.015,0.64
"10-Jan-2016",746.376,750.356,748.9605,752.5,0.8215,1.016,0.632
"11-Jan-2016",746.272,750.359,748.9372,752.5,0.8195,1.017,0.624
"12-Jan-2016",746.174,750.301,748.8831,752.5,0.8143,1.01,0.616
"13-Jan-2016",746.074,750.225,748.7804,752.5,0.8047,1.002,0.608
"14-Jan-2016",745.964,750.152,748.7071,752.5,0.7988,0.994,0.599
"15-Jan-2016",745.854,0,748.4735555556,752.5,0.782,0,0.591
"16-Jan-2016",745.732,749.981,748.567,752.5,0.7952,0.975,0.581
"17-Jan-2016",745.617,749.884,748.4932,752.5,0.7875,0.964,0.572
"18-Jan-2016",745.525,749.786,748.4229,752.5,0.7802,0.954,0.565
"19-Jan-2016",745.425,749.686,748.2775,752.5,0.773,0.943,0.557
"20-Jan-2016",745.318,749.613,748.2881,752.5,0.7665,0.935,0.549
"21-Jan-2016",745.217,749.546,748.2171,752.5,0.7492,0.928,0.542
"22-Jan-2016",745.126,749.472,748.1587,752.5,0.7535,0.921,0.535
"23-Jan-2016",745.129,749.39,748.0676,752.5,0.7475,0.912,0.535
"24-Jan-2016",745.126,749.299,747.9779,752.5,0.7409,0.903,0.535
"25-Jan-2016",745.129,749.213,747.9141,752.5,0.7347,0.894,0.535
"26-Jan-2016",745.126,749.134,747.8543,752.5,0.7286,0.886,0.535
"27-Jan-2016",745.12,749.085,747.8641,752.5,0.7234,0.881,0.535
"28-Jan-2016",745.117,749.018,747.817,752.5,0.7187,0.874,0.534
"29-Jan-2016",745.111,749.018,747.7754,752.5,0.7148,0.874,0.534
"30-Jan-2016",745.105,749.021,747.7425,752.5,0.7113,0.874,0.533
"31-Jan-2016",745.098,749.021,747.7139,752.5,0.7082,0.874,0.533
"01-Feb-2016",744.989,749.021,747.6714,752.5,0.7042,0.874,0.525
"02-Feb-2016",744.879,749.018,747.6262,752.5,0.7,0.874,0.517
"03-Feb-2016",744.769,749.009,747.5877,752.5,0.6963,0.873,0.509
"04-Feb-2016",744.657,749,747.5559,752.5,0.693,0.872,0.501
"05-Feb-2016",744.541,748.991,747.5158,752.5,0.6896,0.871,0.493
"06-Feb-2016",744.425,748.985,747.4847,752.5,0.687,0.871,0.485
"07-Feb-2016",744.306,748.979,747.4433,752.5,0.6832,0.87,0.476
"08-Feb-2016",744.187,748.969,747.3844,752.5,0.6781,0.869,0.468
"09-Feb-2016",744.071,748.96,747.3331,752.5,0.6734,0.868,0.46
"10-Feb-2016",743.949,748.951,747.2759,752.5,0.6686,0.867,0.452
"11-Feb-2016",743.827,748.854,747.1485,752.5,0.6631,0.857,0.444
"12-Feb-2016",743.706,748.756,747.1249,752.5,0.6565,0.848,0.436
"13-Feb-2016",743.584,748.649,747.0301,752.5,0.6486,0.837,0.428
"14-Feb-2016",743.462,748.543,746.923,752.5,0.6395,0.827,0.42
"15-Feb-2016",743.34,748.433,746.8076,752.5,0.6309,0.816,0.413
"16-Feb-2016",743.215,748.323,746.7077,752.5,0.6227,0.805,0.405
"17-Feb-2016",743.09,748.214,746.6256,752.5,0.6159,0.795,0.397
"18-Feb-2016",743.023,748.101,746.4992,752.5,0.6051,0.784,0.393
"19-Feb-2016",743.02,747.988,746.3924,752.5,0.5976,0.774,0.393
"20-Feb-2016",743.014,747.875,746.292,752.5,0.5876,0.763,0.392
"21-Feb-2016",743.001,747.762,746.2029,752.5,0.5803,0.753,0.392
"22-Feb-2016",742.989,747.65,746.111,752.5,0.5724,0.743,0.391
"23-Feb-2016",742.974,747.534,745.9411,752.5,0.5643,0.732,0.39
"24-Feb-2016",742.959,747.418,745.9332,752.5,0.5567,0.722,0.389
"25-Feb-2016",742.947,747.302,745.8522,752.5,0.5495,0.711,0.388
"26-Feb-2016",742.931,747.183,745.7799,752.5,0.5434,0.701,0.387
"27-Feb-2016",742.916,747.064,745.717,752.5,0.5382,0.691,0.386
"28-Feb-2016",742.901,746.946,745.6532,752.5,0.5323,0.68,0.385
"29-Feb-2016",742.889,746.946,745.652,752.5,0.5323,0.68,0.385
"01-Mar-2016",742.873,746.827,745.5703,752.5,0.5257,0.67,0.384
"02-Mar-2016",742.858,746.705,745.5054,752.5,0.5202,0.66,0.383
"03-Mar-2016",742.8,746.69,745.4578,752.5,0.5159,0.658,0.379
"04-Mar-2016",742.7,746.677,745.4053,752.5,0.5113,0.657,0.373
"05-Mar-2016",742.599,746.665,745.3328,752.5,0.5055,0.656,0.367
"06-Mar-2016",742.477,746.653,745.2772,752.5,0.5014,0.655,0.36
"07-Mar-2016",742.328,746.644,745.2242,752.5,0.4976,0.655,0.351
"08-Mar-2016",742.179,746.635,745.1705,752.5,0.4941,0.654,0.343
"09-Mar-2016",742.023,746.626,745.1177,752.5,0.4902,0.653,0.334
"10-Mar-2016",741.868,746.616,745.063,752.5,0.4864,0.652,0.325
"11-Mar-2016",741.709,746.61,745.0083,752.5,0.4829,0.652,0.317
"12-Mar-2016",741.551,0,744.7662222222,752.5,0.4595555556,0,0.308
"13-Mar-2016",741.398,746.54,744.882,752.5,0.4741,0.646,0.3
"14-Mar-2016",741.246,746.43,744.8029,752.5,0.4686,0.637,0.292
"15-Mar-2016",741.087,746.318,744.7131,752.5,0.4618,0.628,0.284
"16-Mar-2016",740.929,746.205,744.6392,752.5,0.4557,0.619,0.276
"17-Mar-2016",740.773,746.089,744.537,752.5,0.4494,0.609,0.268
"18-Mar-2016",740.615,745.973,744.4443,752.5,0.4429,0.6,0.26
"19-Mar-2016",740.456,745.854,744.3426,752.5,0.436,0.591,0.253
"20-Mar-2016",740.295,745.726,744.2394,752.5,0.429,0.581,0.245
"21-Mar-2016",740.13,745.598,744.1319,752.5,0.4224,0.571,0.237
"22-Mar-2016",739.963,745.47,744.0538,752.5,0.4169,0.561,0.229
"23-Mar-2016",739.874,745.342,743.9386,752.5,0.4098,0.551,0.225
"24-Mar-2016",739.865,745.211,743.8437,752.5,0.4036,0.541,0.225
"25-Mar-2016",739.856,745.077,743.7473,752.5,0.3975,0.531,0.224
"26-Mar-2016",739.847,744.946,743.6471,752.5,0.3913,0.522,0.224
"27-Mar-2016",739.838,744.809,743.5491,752.5,0.3839,0.512,0.224
"28-Mar-2016",739.825,744.672,743.4502,752.5,0.3783,0.502,0.223
"29-Mar-2016",739.813,744.532,743.3545,752.5,0.3725,0.492,0.223
"30-Mar-2016",739.801,744.391,743.2564,752.5,0.3663,0.482,0.222
"31-Mar-2016",739.789,744.248,743.1634,752.5,0.3607,0.472,0.221
"01-Apr-2016",739.777,744.102,743.0941,752.5,0.3556,0.463,0.221
"02-Apr-2016",739.764,0,742.9212222222,752.5,0.3398888888,0,0.22
"03-Apr-2016",739.749,743.809,742.9549,752.5,0.3466,0.443,0.22
"04-Apr-2016",739.734,743.715,742.8445,752.5,0.3401,0.437,0.219
"05-Apr-2016",739.704,743.699,742.7624,752.5,0.3356,0.436,0.218
"06-Apr-2016",739.673,743.684,742.6703,752.5,0.3301,0.435,0.216
"07-Apr-2016",739.63,743.672,742.5762,752.5,0.3244,0.434,0.214
"08-Apr-2016",739.502,743.657,742.4758,752.5,0.3186,0.433,0.209
"09-Apr-2016",739.387,743.642,742.4014,752.5,0.3138,0.432,0.204
"10-Apr-2016",739.268,743.629,742.3437,752.5,0.3105,0.431,0.199
"11-Apr-2016",739.201,743.614,742.2911,752.5,0.3077,0.43,0.196
"12-Apr-2016",739.185,743.599,742.2382,752.5,0.3046,0.429,0.195
"13-Apr-2016",739.17,743.578,742.1773,752.5,0.301,0.428,0.194
"15-Apr-2016",739.14,743.349,742.0467,752.5,0.2933,0.413,0.193
"16-Apr-2016",739.124,743.187,741.9846,752.5,0.2892,0.403,0.192
"17-Apr-2016",739.109,743.026,741.825,752.5,0.2763333332,0.393,0.192
"18-Apr-2016",739.094,742.861,741.8312,752.5,0.2814,0.383,0.191
"19-Apr-2016",739.079,742.694,741.7448,752.5,0.2767,0.373,0.191
"20-Apr-2016",739.063,742.523,741.6547,752.5,0.2713,0.363,0.19
"21-Apr-2016",739.048,742.349,741.5591,752.5,0.266,0.353,0.189
"22-Apr-2016",739.033,742.172,741.4698,752.5,0.2609,0.342,0.189
"23-Apr-2016",739.018,741.993,741.3968,752.5,0.2569,0.332,0.188
"24-Apr-2016",739.002,741.81,741.328,752.5,0.2493333333,0.322,0.187
"25-Apr-2016",738.987,741.624,741.2496,752.5,0.2499,0.312,0.187
"26-Apr-2016",738.972,741.435,741.1763,752.5,0.2465,0.302,0.186
"27-Apr-2016",738.957,741.243,741.1055,752.5,0.2431,0.292,0.185
"28-Apr-2016",738.938,741.048,741.0366,752.5,0.2402,0.282,0.185
"29-Apr-2016",738.923,740.85,741.0069,752.5,0.239,0.272,0.184
"30-Apr-2016",738.908,740.648,740.9837,752.5,0.238,0.262,0.183
"01-May-2016",738.893,740.441,740.9659999998,752.5,0.2337777776,0.252,0.183
"02-May-2016",738.874,740.429,740.8985,752.5,0.2319,0.251,0.182
"03-May-2016",738.856,740.42,740.7684,752.5,0.2295,0.251,0.181
"04-May-2016",738.838,740.411,740.6733,752.5,0.2259,0.25,0.181
"05-May-2016",738.804,740.398,740.6201,752.5,0.2233,0.25,0.179
"06-May-2016",738.762,740.386,740.5493,752.5,0.2201,0.249,0.177
"07-May-2016",738.734,740.377,740.4722,752.5,0.2166,0.249,0.176
"08-May-2016",738.716,740.368,740.3723,752.5,0.2125,0.248,0.176
"09-May-2016",738.701,740.359,740.2846,752.5,0.2086,0.248,0.175
"10-May-2016",738.682,740.35,740.1934,752.5,0.2046,0.247,0.174
"11-May-2016",738.664,740.331,740.1089,752.5,0.201,0.247,0.174
"12-May-2016",738.646,740.31,740.0349,752.5,0.1975,0.246,0.173
"13-May-2016",738.631,740.261,739.9631,752.5,0.1937,0.243,0.172
"14-May-2016",738.612,740.118,739.8925,752.5,0.1901,0.236,0.171
"15-May-2016",738.597,739.972,739.8088,752.5,0.1855,0.23,0.171
"16-May-2016",738.579,739.825,739.8238,752.5,0.1806,0.223,0.17
"17-May-2016",738.561,739.679,739.7256,752.5,0.1758,0.216,0.169
"18-May-2016",738.545,739.576,739.6775,752.5,0.173,0.212,0.169
"19-May-2016",738.53,739.49,739.4661,752.5,0.1684,0.208,0.168
"20-May-2016",738.515,739.454,739.425,752.5,0.1657,0.206,0.168
"21-May-2016",738.5,739.454,739.3854,752.5,0.1621,0.206,0.167
"22-May-2016",738.484,739.463,739.3107,752.5,0.1578,0.207,0.166
"23-May-2016",738.466,739.423,739.2153,752.5,0.1528,0.205,0.166
"24-May-2016",738.448,739.219,739.0959,752.5,0.1478,0.197,0.165
"25-May-2016",738.433,739.012,738.9568,752.5,0.1423,0.188,0.164
"26-May-2016",738.414,738.798,738.8537,752.5,0.1373,0.179,0.164
"27-May-2016",738.399,738.582,738.7257,752.5,0.1327,0.17,0.163
"28-May-2016",738.362,738.384,738.6133,752.5,0.1283,0.162,0.162
"29-May-2016",738.295,738.582,738.5302,752.5,0.1257,0.17,0.159
"30-May-2016",738.198,737.988,738.3718,752.5,0.1199,0.147,0.155
"31-May-2016",738.097,737.844,738.2705,752.5,0.1169,0.142,0.151
"01-Jun-2016",738,737.707,738.1818,752.5,0.1145,0.137,0.148
"02-Jun-2016",737.902,737.716,738.1249,752.5,0.1128,0.137,0.144
"03-Jun-2016",737.863,737.728,738.092,752.5,0.1121,0.138,0.143
"04-Jun-2016",737.85,737.747,738.0647,752.5,0.1114,0.138,0.142
"05-Jun-2016",737.838,737.777,738.0558,752.5,0.1112,0.14,0.142
"06-Jun-2016",737.823,737.802,738.0394,752.5,0.1106,0.14,0.141
"07-Jun-2016",737.808,737.817,738.0246,752.5,0.1101,0.141,0.141
"08-Jun-2016",737.795,737.829,738.0137,752.5,0.11,0.141,0.14
"09-Jun-2016",737.783,737.841,737.99,752.5,0.1092,0.142,0.14
"10-Jun-2016",737.771,737.85,737.9685,752.5,0.1082,0.142,0.139
"11-Jun-2016",737.722,737.856,737.9793,752.5,0.1096,0.142,0.137
"12-Jun-2016",737.634,737.863,737.9761,752.5,0.11,0.143,0.134
"13-Jun-2016",737.527,737.869,737.9798,752.5,0.1105,0.143,0.13
"14-Jun-2016",737.369,737.878,738.0034,752.5,0.1117,0.143,0.125
"15-Jun-2016",737.195,737.89,738.072,752.5,0.1128,0.144,0.119
"16-Jun-2016",737.027,737.896,738.1124,752.5,0.1138,0.144,0.113
"17-Jun-2016",736.851,737.908,738.1985,752.5,0.1158,0.144,0.107
"18-Jun-2016",736.686,737.924,738.3228,752.5,0.118,0.145,0.102
"19-Jun-2016",736.534,737.96,738.4381,752.5,0.1205,0.146,0.097
"20-Jun-2016",736.384,738.009,738.5742,752.5,0.1269,0.148,0.092
"21-Jun-2016",736.229,738.158,738.68,752.5,0.1314,0.154,0.087
"22-Jun-2016",736.07,738.966,738.6781,752.5,0.1393,0.186,0.082
"23-Jun-2016",735.912,740.368,739.1485,752.5,0.1513,0.248,0.078
"24-Jun-2016",735.753,741.587,739.3613,752.5,0.1603,0.31,0.073
"25-Jun-2016",735.595,742.38,739.8577,752.5,0.1735,0.354,0.068
"26-Jun-2016",735.592,743.187,740.1228,752.5,0.1855,0.403,0.068
"27-Jun-2016",735.628,744.087,740.374,752.5,0.1984,0.461,0.069
"28-Jun-2016",735.638,745.321,740.6234,752.5,0.2131,0.549,0.07
"29-Jun-2016",735.689,746.342,740.8274,752.5,0.2265,0.63,0.071
"30-Jun-2016",736.909,746.891,741.0798,752.5,0.2407,0.676,0.109
"01-Jul-2016",738.326,747.135,741.3825,752.5,0.254,0.697,0.16
"02-Jul-2016",739.423,747.256,741.5487,752.5,0.2671,0.707,0.205
"03-Jul-2016",740.155,747.378,741.8152,752.5,0.2819,0.718,0.238
"04-Jul-2016",740.642,747.47,742.0235,752.5,0.2986,0.726,0.262
"05-Jul-2016",740.83,747.522,742.5391,752.5,0.3219,0.731,0.271
"06-Jul-2016",741.313,747.561,742.9349,752.5,0.3457,0.735,0.296
"07-Jul-2016",741.679,747.577,743.2847,752.5,0.3675,0.736,0.315
"08-Jul-2016",741.922,747.583,743.5706,752.5,0.3928,0.736,0.328
"09-Jul-2016",742.121,747.586,743.8096,752.5,0.4053,0.737,0.34
"10-Jul-2016",742.288,747.586,743.9748,752.5,0.419,0.737,0.349
"11-Jul-2016",742.395,747.567,744.1433,752.5,0.4455,0.735,0.355
"12-Jul-2016",742.745,747.583,744.3024,752.5,0.4487,0.736,0.376
"13-Jul-2016",743.294,747.631,744.4658,752.5,0.4624,0.741,0.41
"14-Jul-2016",743.66,747.665,744.5882,752.5,0.4714,0.744,0.433
"15-Jul-2016",743.858,747.656,744.7725,752.5,0.4843,0.743,0.446
"16-Jul-2016",744.01,747.622,744.9361,752.5,0.4964,0.74,0.456
"17-Jul-2016",744.117,747.54,745.1855,752.5,0.5123,0.733,0.464
"18-Jul-2016",744.224,747.357,745.452,752.5,0.5328,0.716,0.471
"19-Jul-2016",744.269,747.196,745.7365,752.5,0.5563,0.702,0.474
"20-Jul-2016",744.303,747.378,746.0705,752.5,0.5888,0.718,0.476
"21-Jul-2016",744.407,747.759,746.37,752.5,0.6189,0.752,0.483
"22-Jul-2016",744.489,747.936,746.6027,752.5,0.6419,0.769,0.489
"23-Jul-2016",744.544,747.976,746.9235,752.5,0.6728,0.772,0.493
"24-Jul-2016",744.666,747.912,747.0754,752.5,0.6867,0.767,0.502
"25-Jul-2016",744.721,747.805,747.1833,752.5,0.696,0.757,0.506
"26-Jul-2016",744.788,747.683,747.2431,752.5,0.7006,0.746,0.51
"27-Jul-2016",744.818,747.561,747.2859,752.5,0.704,0.735,0.513
"28-Jul-2016",744.833,747.424,747.3129,752.5,0.7051,0.722,0.514
