Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level (m),Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"12-Feb-2005",745.17,737.79,742.842,752.5,0.3168,0.028,0.425
"13-Feb-2005",745.05,737.79,742.79,752.5,0.3096,0.027,0.417
"14-Feb-2005",744.98,737.78,742.618,752.5,0.302,0.027,0.412
"15-Feb-2005",744.94,737.78,742.514,752.5,0.2982,0.027,0.409
"16-Feb-2005",744.9,737.76,742.434,752.5,0.2926,0.026,0.406
"17-Feb-2005",744.86,737.74,742.378,752.5,0.2886,0.026,0.403
"18-Feb-2005",744.81,737.71,742.248,752.5,0.2836,0.024,0.399
"19-Feb-2005",744.76,737.69,742.206,752.5,0.2798,0.024,0.396
"20-Feb-2005",744.72,737.68,742.142,752.5,0.2756,0.023,0.393
"21-Feb-2005",744.68,737.66,742.1,752.5,0.2716,0.023,0.39
"22-Feb-2005",744.64,737.66,742.08,752.5,0.2656,0.022,0.387
"23-Feb-2005",744.5,737.64,741.978,752.5,0.2614,0.022,0.377
"24-Feb-2005",744.36,737.34,741.846,752.5,0.2572,0.022,0.368
"25-Feb-2005",744.21,737.64,741.816,752.5,0.2528,0.022,0.357
"26-Feb-2005",744.05,737.61,741.71,752.5,0.2476,0.021,0.346
"27-Feb-2005",743.89,737.59,741.608,752.5,0.2428,0.02,0.336
"28-Feb-2005",743.73,737.58,741.508,752.5,0.2396,0.02,0.332
"01-Mar-2005",743.56,737.56,741.414,752.5,0.2338,0.019,0.315
"02-Mar-2005",743.4,737.56,741.278,752.5,0.2304,0.019,0.303
"03-Mar-2005",743.24,737.56,741.266,752.5,0.2274,0.019,0.293
"04-Mar-2005",743.07,737.52,741.178,752.5,0.2234,0.018,0.283
"05-Mar-2005",742.89,737.51,741.082,752.5,0.2188,0.017,0.272
"06-Mar-2005",742.59,737.48,741,752.5,0.2146,0.016,0.262
"07-Mar-2005",742.39,737.44,740.866,752.5,0.21,0.015,0.253
"08-Mar-2005",742.39,737.44,740.81,752.5,0.2044,0.015,0.242
"09-Mar-2005",742.22,737.42,740.716,752.5,0.199,0.014,0.232
"10-Mar-2005",742.05,737.39,740.624,752.5,0.1936,0.013,0.223
"11-Mar-2005",741.92,737.36,740.53,752.5,0.1888,0.012,0.216
"12-Mar-2005",741.87,737.35,740.462,752.5,0.185,0.011,0.213
"13-Mar-2005",741.82,737.33,740.394,752.5,0.181,0.011,0.21
"14-Mar-2005",741.78,737.32,740.322,752.5,0.177,0.01,0.208
"15-Mar-2005",741.57,737.3,740.01,752.5,0.171,0.01,0.196
"16-Mar-2005",741.68,737.29,740.04,752.5,0.1682,0.009,0.202
"17-Mar-2005",741.63,737.27,740.082,752.5,0.164,0.009,0.2
"18-Mar-2005",741.57,737.26,740.002,752.5,0.159,0.008,0.196
"19-Mar-2005",741.51,737.27,739.93,752.5,0.1544,0.008,0.193
"20-Mar-2005",741.32,737.15,739.802,752.5,0.148,0.005,0.183
"21-Mar-2005",741.06,736.92,739.644,752.5,0.1412,0,0.173
"22-Mar-2005",740.92,736.66,739.508,752.5,0.1354,0,0.163
"23-Mar-2005",740.72,736.56,739.408,752.5,0.132,0,0.153
"24-Mar-2005",740.51,736.3,739.254,752.5,0.1248,0,0.143
"25-Mar-2005",740.3,736.28,739.166,752.5,0.1206,0,0.133
"26-Mar-2005",740.11,736.26,739.086,752.5,0.1166,0,0.123
"27-Mar-2005",739.91,736.25,739.01,752.5,0.114,0,0.114
"28-Mar-2005",739.69,736.23,738.956,752.5,0.1118,0,0.104
"29-Mar-2005",739.46,736.22,738.898,752.5,0.1094,0,0.094
"30-Mar-2005",739.24,736.2,738.828,752.5,0.1062,0,0.085
"31-Mar-2005",739.01,736.19,738.754,752.5,0.1028,0,0.075
"01-Apr-2005",738.78,736,738.604,752.5,0.0974,0,0.065
"02-Apr-2005",738.53,736,738.496,752.5,0.093,0,0.056
"03-Apr-2005",738.28,736.21,738.438,752.5,0.0882,0,0.046
"04-Apr-2005",738.08,736.21,738.344,752.5,0.0838,0,0.038
"05-Apr-2005",737.94,736.2,738.254,752.5,0.0796,0,0.033
"06-Apr-2005",737.87,736.25,738.186,752.5,0.0756,0,0.03
"07-Apr-2005",737.79,736.26,738.104,752.5,0.0718,0,0.027
"08-Apr-2005",737.73,736.27,738.022,752.5,0.0682,0,0.025
"09-Apr-2005",737.67,736.26,737.928,752.5,0.0636,0,0.023
"10-Apr-2005",737.62,736.25,737.832,752.5,0.0596,0,0.021
"11-Apr-2005",737.58,732.24,736.934,752.5,0.0546,0,0.02
"12-Apr-2005",737.55,736.23,737.642,752.5,0.0504,0,0.018
"13-Apr-2005",737.51,736.23,737.552,752.5,0.0474,0,0.017
"14-Apr-2005",737.48,736.21,737.48,752.5,0.044,0,0.016
"15-Apr-2005",737.45,736.2,737.444,752.5,0.0428,0,0.015
"16-Apr-2005",737.41,736.2,737.396,752.5,0.041,0,0.014
"17-Apr-2005",737.3,736.17,737.384,752.5,0.0416,0,0.01
"18-Apr-2005",737.17,736.16,737.338,752.5,0.0404,0,0.005
"19-Apr-2005",737,736.14,737.314,752.5,0.0406,0,0
"20-Apr-2005",736.72,736.12,737.264,752.5,0.0412,0,0
"21-Apr-2005",736.64,736.1,737.262,752.5,0.0424,0,0
"22-Apr-2005",736.45,736.09,737.238,752.5,0.0436,0,0
"23-Apr-2005",736.27,736.07,737.208,752.5,0.0444,0,0
"24-Apr-2005",736.25,736.07,737.214,752.5,0.045,0,0
"25-Apr-2005",736.39,736.05,737.23,752.5,0.0448,0,0
"26-Apr-2005",736.71,736.04,737.288,752.5,0.0446,0,0
"27-Apr-2005",736.7,736.02,737.298,752.5,0.0452,0,0
"28-Apr-2005",736.73,736.01,737.344,752.5,0.0462,0,0
"29-Apr-2005",736.73,736,737.36,752.5,0.0462,0,0
"30-Apr-2005",736.71,735.98,737.324,752.5,0.0448,0,0
"01-May-2005",736.67,735.97,737.266,752.5,0.043,0,0
"02-May-2005",736.62,735.96,737.208,752.5,0.0412,0,0
"03-May-2005",736.55,735.94,737.156,752.5,0.0394,0,0
"04-May-2005",736.5,735.94,737.056,752.5,0.0358,0,0
"05-May-2005",736.97,735.94,737.052,752.5,0.032,0,0
"06-May-2005",736.94,735.95,736.858,752.5,0.0282,0,0
"07-May-2005",736.35,735.97,736.824,752.5,0.0272,0,0
"08-May-2005",736.28,735.99,736.758,752.5,0.0244,0,0
"09-May-2005",736.1,736,736.656,752.5,0.0208,0,0
"10-May-2005",736.19,736.03,736.526,752.5,0.0194,0,0
"11-May-2005",736.19,736.18,736.46,752.5,0.0178,0,0
"12-May-2005",736.11,736.31,736.474,752.5,0.0164,0,0
"13-May-2005",736.11,736.39,736.442,752.5,0.015,0,0
"14-May-2005",735.98,736.45,736.41,752.5,0.0142,0,0
"15-May-2005",735.91,736.5,736.382,752.5,0.0138,0,0
"16-May-2005",735.88,736.56,736.372,752.5,0.0136,0,0
"17-May-2005",735.87,736.63,736.372,752.5,0.0134,0,0
"18-May-2005",735.87,736.66,736.362,752.5,0.0132,0,0
"19-May-2005",735.85,736.67,736.342,752.5,0.0128,0,0
"20-May-2005",735.85,736.72,736.364,752.5,0.0126,0,0
"21-May-2005",735.84,736.78,736.352,752.5,0.0116,0,0
"22-May-2005",735.83,737,736.356,752.5,0.0102,0,0
"23-May-2005",735.83,737.17,736.348,752.5,0.01,0.005,0
"24-May-2005",735.84,737.27,736.342,752.5,0.0098,0.009,0
"25-May-2005",735.84,737.34,736.286,752.5,0.0088,0.011,0
"26-May-2005",735.88,737.43,736.27,752.5,0.0082,0.014,0
"27-May-2005",735.92,737.53,736.262,752.5,0.008,0.018,0
"28-May-2005",735.95,737.66,736.284,752.5,0.008,0.023,0
"29-May-2005",735.97,737.81,736.278,752.5,0.0078,0.027,0
"30-May-2005",735.98,737.93,736.26,752.5,0.0078,0.032,0
"31-May-2005",735.98,738.1,736.272,752.5,0.0078,0.039,0
"01-Jun-2005",735.99,738.28,736.306,752.5,0.0092,0.046,0
"02-Jun-2005",735.99,738.48,736.318,752.5,0.0106,0.053,0
"03-Jun-2005",735.99,738.54,736.32,752.5,0.0118,0.059,0
"04-Jun-2005",736.02,738.65,736.352,752.5,0.013,0.065,0
"05-Jun-2005",736.04,738.91,736.408,752.5,0.0142,0.071,0
"06-Jun-2005",736.06,739.03,736.442,752.5,0.0152,0.076,0
"07-Jun-2005",736.07,739.05,736.452,752.5,0.016,0.08,0
"08-Jun-2005",736.08,739.2,736.476,752.5,0.0166,0.083,0
"09-Jun-2005",736.08,739.26,736.482,752.5,0.0172,0.086,0
"10-Jun-2005",736.09,739.35,736.526,752.5,0.0178,0.089,0
"11-Jun-2005",736.57,739.48,736.662,752.5,0.019,0.095,0
"12-Jun-2005",736.57,740.54,736.882,752.5,0.0238,0.119,0
"13-Jun-2005",736.57,740.42,736.864,752.5,0.0276,0.138,0
"14-Jun-2005",736.14,741.54,737.012,752.5,0.0328,0.164,0
"15-Jun-2005",736.14,741.66,737.156,752.5,0.042,0.202,0
"16-Jun-2005",736.15,742.46,737.464,752.5,0.056,0.246,0
"17-Jun-2005",736.15,743.33,737.856,752.5,0.0762,0.304,0
"18-Jun-2005",736.15,744.11,738.202,752.5,0.0942,0.35,0
"19-Jun-2005",736.14,744.73,738.384,752.5,0.1058,0.393,0
"20-Jun-2005",736.14,745.21,738.5,752.5,0.114,0.428,0
"21-Jun-2005",736.14,745.58,738.594,752.5,0.1206,0.457,0
"22-Jun-2005",736.14,745.81,738.658,752.5,0.1248,0.474,0
"23-Jun-2005",737.18,745.94,738.972,752.5,0.129,0.484,0.006
"24-Jun-2005",738,746.02,739.356,752.5,0.1368,0.491,0.035
"25-Jun-2005",738.42,746.07,739.65,752.5,0.1432,0.496,0.052
"26-Jun-2005",738.72,746.12,739.972,752.5,0.1508,0.499,0.064
"27-Jun-2005",739.02,746.14,740.212,752.5,0.1578,0.501,0.076
"28-Jun-2005",739.28,746.16,740.378,752.5,0.163,0.502,0.086
"29-Jun-2005",739.61,746.13,740.482,752.5,0.166,0.5,0.101
"30-Jun-2005",739.97,746.1,740.56,752.5,0.1682,0.498,0.117
"01-Jul-2005",740.24,746.07,740.614,752.5,0.1698,0.495,0.129
"02-Jul-2005",740.72,746.03,740.668,752.5,0.1724,0.492,0.153
"03-Jul-2005",741.62,745.99,740.8,752.5,0.179,0.489,0.199
"04-Jul-2005",742.33,745.95,740.892,752.5,0.1844,0.485,0.239
"05-Jul-2005",742.88,745.89,743.42,752.5,0.1898,0.481,0.272
"06-Jul-2005",743.23,746.14,741.088,752.5,0.1976,0.5,0.293
"07-Jul-2005",743.95,746.27,741.34,752.5,0.2072,0.503,0.32
"08-Jul-2005",744,746.29,741.462,752.5,0.219,0.513,0.343
"09-Jul-2005",744.2,746.26,741.61,752.5,0.2272,0.511,0.357
"10-Jul-2005",744.3,746.26,741.87,752.5,0.2412,0.511,0.363
"11-Jul-2005",744.35,746.24,742.112,752.5,0.258,0.506,0.367
"12-Jul-2005",744.39,746.22,742.26,752.5,0.2714,0.504,0.37
"13-Jul-2005",744.39,746.19,742.4,752.5,0.2814,0.504,0.37
"14-Jul-2005",744.39,746.11,742.492,752.5,0.2864,0.498,0.37
"15-Jul-2005",744.41,746.15,742.574,752.5,0.288,0.494,0.371
"16-Jul-2005",743.81,746.03,742.462,752.5,0.2902,0.491,0.372
"17-Jul-2005",743.84,746.02,742.52,752.5,0.2932,0.491,0.374
"18-Jul-2005",743.86,746.03,742.708,752.5,0.3022,0.492,0.375
"19-Jul-2005",744.53,746.05,742.956,752.5,0.3094,0.493,0.38
"20-Jul-2005",744.63,746.02,743.01,752.5,0.3118,0.491,0.386
"21-Jul-2005",744.71,745.95,743.016,752.5,0.312,0.485,0.392
"22-Jul-2005",744.8,745.85,743.01,752.5,0.3104,0.478,0.399
"23-Jul-2005",744.88,745.74,742.97,752.5,0.3098,0.469,0.404
"24-Jul-2005",744.98,745.64,742.912,752.5,0.3072,0.461,0.412
"25-Jul-2005",745.62,745.54,742.966,752.5,0.3128,0.454,0.46
"26-Jul-2005",746.63,745.59,743.152,752.5,0.3282,0.457,0.541
"27-Jul-2005",747.7,745.83,743.396,752.5,0.3494,0.476,0.635
"28-Jul-2005",748.73,746.07,743.628,752.5,0.3716,0.494,0.733
"29-Jul-2005",749.58,746.29,743.84,752.5,0.3926,0.513,0.823
"30-Jul-2005",750.4,746.57,744.06,752.5,0.4142,0.537,0.908
"31-Jul-2005",750.98,746.57,744.224,752.5,0.43,0.537,0.976
"01-Aug-2005",751.48,746.5,744.342,752.5,0.4414,0.53,1.034
"02-Aug-2005",751.65,746.57,744.406,752.5,0.4476,0.536,1.055
"03-Aug-2005",751.5,746.6,744.396,752.5,0.4454,0.538,1.038
"04-Aug-2005",751.63,746.93,744.562,752.5,0.4578,0.566,1.053
"05-Aug-2005",751.8,748.05,744.904,752.5,0.4884,0.667,1.075
"06-Aug-2005",752,749.17,745.234,752.5,0.5196,0.776,1.099
"07-Aug-2005",752.21,750.01,745.556,752.5,0.545,0.865,1.125
"08-Aug-2005",752.42,750.62,745.842,752.5,0.5752,0.933,1.153
"09-Aug-2005",752.43,751.01,746.108,752.5,0.5902,0.978,1.154
"10-Aug-2005",752.45,751.26,746.292,752.5,0.6018,1.008,1.157
"11-Aug-2005",751.92,751.36,746.378,752.5,0.61,1.02,1.121
"12-Aug-2005",752.47,751.4,746.086,752.5,0.6268,1.025,1.159
"13-Aug-2005",752.5,751.42,746.716,752.5,0.6356,1.027,1.163
"14-Aug-2005",752.5,751.51,746.884,752.5,0.6412,1.038,1.163
"15-Aug-2005",752.5,751.7,746.964,752.5,0.6486,1.061,1.163
"16-Aug-2005",752.5,751.8,747.05,752.5,0.6552,1.074,1.163
"17-Aug-2005",752.43,751.98,747.136,752.5,0.661,1.096,1.15
"18-Aug-2005",752.36,752.11,747.35,752.5,0.6772,1.113,1.145
"19-Aug-2005",752.4,752.21,747.594,752.5,0.6956,1.126,1.15
"20-Aug-2005",752.43,752.29,747.724,752.5,0.7086,1.136,1.154
"21-Aug-2005",752.47,752.4,747.852,752.5,0.7218,1.151,1.159
"22-Aug-2005",752.5,752.37,747.938,752.5,0.7292,1.147,1.163
"23-Aug-2005",752.45,752.31,748.068,752.5,0.7374,1.139,1.157
"24-Aug-2005",752.46,752.23,748.292,752.5,0.7512,1.129,1.158
"25-Aug-2005",752.46,752.18,748.452,752.5,0.7616,1.122,1.158
"26-Aug-2005",752.46,752.11,748.576,752.5,0.7696,1.113,1.158
"27-Aug-2005",752.44,752.03,748.642,752.5,0.7738,1.103,1.156
"28-Aug-2005",752.5,751.97,748.676,752.5,0.7784,1.095,1.163
"29-Aug-2005",752.5,751.94,748.692,752.5,0.781,1.091,1.163
"30-Aug-2005",752.47,751.91,748.706,752.5,0.7802,1.087,1.16
"31-Aug-2005",752.5,751.85,748.746,752.5,0.7834,1.083,1.163
"01-Sep-2005",752.48,751.78,748.716,752.5,0.7808,1.076,1.16
"02-Sep-2005",752.49,751.72,748.698,752.5,0.7784,1.064,1.162
"03-Sep-2005",752.5,751.63,748.654,752.5,0.7746,1.053,1.163
"04-Sep-2005",752.5,751.55,748.664,752.5,0.7752,1.043,1.163
"05-Sep-2005",752.5,751.49,748.554,752.5,0.7652,1.036,1.163
"06-Sep-2005",752.48,751.44,748.5,752.5,0.7598,1.03,1.158
"07-Sep-2005",752.46,751.4,748.444,752.5,0.7552,1.026,1.158
"08-Sep-2005",752.5,751.36,748.398,752.5,0.7512,1.02,1.163
"09-Sep-2005",752.5,751.31,748.354,752.5,0.747,1.014,1.163
"10-Sep-2005",752.5,751.26,748.312,752.5,0.7432,1.008,1.163
"11-Sep-2005",752.5,751.17,748.266,752.5,0.7408,1.008,1.163
"12-Sep-2005",752.49,751.15,748.24,752.5,0.7362,0.995,1.162
"13-Sep-2005",752.5,751.1,748.196,752.5,0.7324,0.989,1.163
"14-Sep-2005",752.5,751.09,748.15,752.5,0.7286,0.985,1.163
"15-Sep-2005",752.5,751.06,748.302,752.5,0.7258,0.984,1.163
"16-Sep-2005",752.5,751.08,748.078,752.5,0.725,0.987,1.163
"17-Sep-2005",752.5,751.1,748.06,752.5,0.724,0.989,1.163
"18-Sep-2005",752.5,751.11,748.05,752.5,0.725,0.99,1.163
"19-Sep-2005",752.5,751.11,748.062,752.5,0.7272,0.991,1.163
"20-Sep-2005",752.5,751.1,748.042,752.5,0.7264,0.989,1.163
"21-Sep-2005",752.5,751.05,748.086,752.5,0.7258,0.983,1.163
"22-Sep-2005",752.5,750.99,747.976,752.5,0.7236,0.976,1.163
"23-Sep-2005",752.5,750.97,747.934,752.5,0.7202,0.967,1.163
"24-Sep-2005",752.5,750.84,747.874,752.5,0.717,0.959,1.163
