Rainfall - (MM), Year, Statistics, Longitude, Latitude
255.19999694824, 2013, Jun Average, 76.2856, 11.9573
771.10003662109, 2013, Jul Average, 76.2856, 11.9573
232.60000610352, 2013, Aug Average, 76.2856, 11.9573
167.60000610352, 2013, Sep Average, 76.2856, 11.9573
121.30000305176, 2013, Oct Average, 76.2856, 11.9573
116.59999847412, 2013, Nov Average, 76.2856, 11.9573
7.3000001907349, 2013, Dec Average, 76.2856, 11.9573
0.20000000298023, 2014, Jan Average, 76.2856, 11.9573
0.30000001192093, 2014, Feb Average, 76.2856, 11.9573
3.6000001430511, 2014, Mar Average, 76.2856, 11.9573
52.400001525879, 2014, Apr Average, 76.2856, 11.9573
66, 2014, May Average, 76.2856, 11.9573
298.10000610352, 2014, Jun Average, 76.2856, 11.9573
746.79998779297, 2014, Jul Average, 76.2856, 11.9573
480.30001831055, 2014, Aug Average, 76.2856, 11.9573
442.10000610352, 2014, Sep Average, 76.2856, 11.9573
316, 2014, Oct Average, 76.2856, 11.9573
61.700000762939, 2014, Nov Average, 76.2856, 11.9573
4.3000001907349, 2014, Dec Average, 76.2856, 11.9573
2.9000000953674, 2015, Jan Average, 76.2856, 11.9573
0.20000000298023, 2015, Feb Average, 76.2856, 11.9573
47.299999237061, 2015, Mar Average, 76.2856, 11.9573
99.5, 2015, Apr Average, 76.2856, 11.9573
286.10000610352, 2015, May Average, 76.2856, 11.9573
194.80000305176, 2015, Jun Average, 76.2856, 11.9573
528.60003662109, 2015, Jul Average, 76.2856, 11.9573
261.89999389648, 2015, Aug Average, 76.2856, 11.9573
177.80000305176, 2015, Sep Average, 76.2856, 11.9573
205.80000305176, 2015, Oct Average, 76.2856, 11.9573
192.90000915527, 2015, Nov Average, 76.2856, 11.9573
9.5, 2015, Dec Average, 76.2856, 11.9573
1.6000000238419, 2016, Jan Average, 76.2856, 11.9573
0, 2016, Feb Average, 76.2856, 11.9573
27, 2016, Mar Average, 76.2856, 11.9573
17.5, 2016, Apr Average, 76.2856, 11.9573
91.700004577637, 2016, May Average, 76.2856, 11.9573
343.80001831055, 2016, Jun Average, 76.2856, 11.9573
633.29998779297, 2016, Jul Average, 76.2856, 11.9573
163.69999694824, 2016, Aug Average, 76.2856, 11.9573
38.900001525879, 2016, Sep Average, 76.2856, 11.9573
18.200000762939, 2016, Oct Average, 76.2856, 11.9573
2.9000000953674, 2016, Nov Average, 76.2856, 11.9573
41.400001525879, 2016, Dec Average, 76.2856, 11.9573
0, 2017, Jan Average, 76.2856, 11.9573
0, 2018, Jan Average, 76.2856, 11.9573
0, 2019, Jan Average, 76.2856, 11.9573
0, 2020, Jan Average, 76.2856, 11.9573
